id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9834727,"Hideaway in Boston's North End-""Little Italy""",50648271,Richard,,North End,42.36594,-71.05669,Entire home/apt,257,29,178,2023-11-06,1.73,1,136,12,STR-553035
9878725,Small Cozy Attic Bedroom,17892292,Marlene,,Allston,42.36152,-71.13333,Private room,,91,1,2018-03-05,0.01,5,0,0,
9941923,"Big, Bright, Boston Brownstone",51094247,Jud,,Fenway,42.35054,-71.09779,Entire home/apt,,91,0,,,1,0,0,
9970895,South End-Close to Everything!,51173591,Elena,,South End,42.33512,-71.0743,Entire home/apt,,91,6,2016-06-16,0.06,1,0,0,
10008626,Bright and Cozy Chinatown Apt,27014807,Geoff,,Chinatown,42.34862,-71.06172,Entire home/apt,207,91,19,2024-05-12,0.19,1,14,2,
10123024,"Private, amazing 1-bedroom apt in central location",28564205,Aanchal,,Allston,42.35128,-71.13059,Entire home/apt,125,91,5,2019-09-08,0.07,1,90,0,
10132073,Extended stays,51992629,Jef,,East Boston,42.37126,-71.03893,Entire home/apt,209,5,73,2024-06-01,0.75,1,209,6,STR-446458
10190260,Share South End Loft at Silver Line w/ parking!,10778805,Paul,,Roxbury,42.33423,-71.07898,Private room,86,91,4,2021-06-30,0.04,4,256,0,
10249798,2nd floor room in Victorian House,26062958,Yvonne,,Roxbury,42.32449,-71.06931,Private room,,29,46,2019-10-06,0.48,2,0,0,STR-415034
10299047,"2BR w deck near subway, downtown & hospitals",52989144,Brian,,Jamaica Plain,42.31431,-71.10305,Entire home/apt,125,30,51,2024-05-31,0.52,1,136,4,
10427199,The Boston Christopher Studio Suite,48494513,Inn Boston,,South End,42.34244,-71.07936,Entire home/apt,219,29,103,2020-02-29,1.01,8,178,0,STR-423342
10427882,The Boston Christopher One Bedroom,48494513,Inn Boston,,South End,42.34433,-71.07783,Entire home/apt,229,29,69,2021-04-11,0.68,8,179,0,STR-423339
10524872,Spacious loft in the quiet suburbs #1,7324551,Bo,,Brighton,42.34488,-71.15435,Shared room,41,60,16,2023-07-01,0.16,4,60,1,
10575430,Cozy 4BD apartment with AirBeds,16186589,Marie,,Dorchester,42.30027,-71.06324,Entire home/apt,,30,3,2018-12-23,0.03,27,320,0,
10749312,Welcome to J.P.! 3BR near T w parking,55571157,Steve,,Jamaica Plain,42.31659,-71.10565,Entire home/apt,399,3,45,2024-04-16,0.46,1,33,5,STR447709
10787333,Garden Apt - Highland Park/Fort Hill (Orange Line),22901863,Ziyad,,Roxbury,42.32777,-71.09331,Entire home/apt,143,5,84,2024-06-17,0.86,1,37,19,STR-481385
10835494,"2-bedrom loft condo near BC, BU & Fenway w/parking",8207666,Greg,,Brighton,42.33786,-71.15137,Entire home/apt,300,29,73,2022-11-28,0.76,1,176,0,
10883063,spacious 3rd floor loft in home,24593919,Minor,,Jamaica Plain,42.32385,-71.10746,Entire home/apt,99,91,70,2018-08-22,0.69,1,90,0,
11202183,Second Oldest Home in Beacon Hill,58330337,Norah,,Beacon Hill,42.35786,-71.06482,Entire home/apt,259,1,704,2024-06-14,7.21,1,93,104,STR-411266
11240774,"New, furnished 1 bedroom apt w gym",10258834,Jared,,Fenway,42.34547,-71.10365,Entire home/apt,,91,14,2017-03-05,0.14,1,0,0,
11258721,Sizeable Private Room w/ Air Bed & Convenient to T,16186589,Marie,,Dorchester,42.303,-71.07109,Private room,45,30,16,2024-05-02,0.16,27,174,4,
11271947,Charming 1BR in Boston’s “South End” neighborhood,38067066,Dana,,South End,42.33524,-71.07516,Entire home/apt,83,91,0,,,1,144,0,
11282071,Luxury Downtown Boston Apartment,42767050,Damandeep,,Downtown,42.35208,-71.06282,Private room,,91,0,,,1,0,0,
11357756,BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI,56359408,Billy,,Downtown,42.35145,-71.06461,Entire home/apt,179,91,42,2024-05-14,0.46,3,181,2,
11370704,Charming Modern Home in JP!,1263583,Eric,,Jamaica Plain,42.30897,-71.10767,Entire home/apt,,91,7,2019-09-28,0.07,1,0,0,STR-398980
11376403,Spacious & Great Private Room Near T!,16186589,Marie,,Dorchester,42.30372,-71.07226,Private room,42,30,19,2024-05-01,0.19,27,302,2,
11378662,Chic Seaport Studio| Close to BCEC|Walk Everywhere,3851718,Ting,,South Boston Waterfront,42.34864,-71.04869,Entire home/apt,160,90,19,2022-04-09,0.32,1,356,0,STR-410445
11521541,Historic and Charming Brownstone,14133713,Katy,,Charlestown,42.38231,-71.06871,Entire home/apt,1129,29,10,2018-05-04,0.10,1,242,0,STR-406505
11592154,Sunny Riverview Right In Fenway!,24120885,Nihala,,Fenway,42.34942,-71.0955,Private room,,91,2,2016-03-27,0.02,1,0,0,
11639480,Charming Multi Family Home,61701374,Jasiya,,Roxbury,42.30877,-71.08654,Private room,,91,13,2019-12-22,0.14,1,0,0,
11656698,Spacious 2 bedroom Apartment.,8898973,Adriana & Gianni,,Roxbury,42.32378,-71.09648,Entire home/apt,125,30,226,2024-05-06,2.25,4,204,1,Exempt: This listing is a unit used for furnished institutional or business stays
11739985,Two Room Master Suite with Spa Bath,35411494,Jon&Margrit,,Jamaica Plain,42.31937,-71.10497,Private room,,29,180,2021-01-24,1.79,1,0,0,STR383312
11759332,Pleasant & Lovely Room Near T!,16186589,Marie,,Dorchester,42.28921,-71.06337,Private room,50,30,14,2023-09-01,0.19,27,316,2,
11760822,"Boston ШkolarFlat - safe space, nice view #BC/BU",50437930,Misha,,Brighton,42.34091,-71.15012,Entire home/apt,,31,127,2021-08-13,1.28,2,8,0,STR-587989
11799953,Pristine private apt South End Walk everywhere,62835472,Maja,,South End,42.3428,-71.07836,Entire home/apt,255,29,67,2024-06-08,1.04,2,50,16,STR-545122
11813641,North End Luxurious Modern One Bedroom Condo-,10250257,Caroline,,North End,42.36538,-71.05159,Entire home/apt,130,91,22,2018-08-12,0.25,2,252,0,
11871190,Spacious loft in the quiet suburbs #2,7324551,Bo,,Brighton,42.3454,-71.1532,Shared room,40,30,16,2024-06-21,0.16,4,224,4,
11973196,630 Washington,50232369,Osvaldo,,Downtown,42.35308,-71.06179,Entire home/apt,,91,0,,,1,0,0,
12040113,"Cozy, Clean, Convenient. Private 4 rm, 2 bdrm APT",27842033,Bernard,,Mattapan,42.27178,-71.07731,Entire home/apt,,29,204,2024-04-26,2.44,2,30,3,STR-409168
12067685,Central sunny apt. (fun rugs),3981669,Katerina,,Chinatown,42.34942,-71.06341,Entire home/apt,,91,7,2017-04-18,0.07,1,0,0,
12103501,Inexpensive & Clean Private Bedroom!,16186589,Marie,,Dorchester,42.30586,-71.07225,Private room,40,30,17,2024-05-10,0.17,27,314,3,
12170576,The Metropolitan - in Roslindale,16853932,Joanne,,Roslindale,42.27995,-71.13042,Private room,,91,3,2018-10-28,0.04,1,89,0,
12175961,"""Short Steps to Shawmut T Red Line Stop!""",16186589,Marie,,Dorchester,42.28793,-71.06812,Private room,41,30,12,2024-04-30,0.12,27,316,2,
12191871,Luxury pet-friendly 2 bed by beautiful park!,314576,Josh,,Jamaica Plain,42.31081,-71.09804,Entire home/apt,175,2,265,2024-06-02,2.74,1,329,37,STR-480955
12205324,1BR in the heart of Back Bay,65632036,Michael,,Back Bay,42.35218,-71.08103,Entire home/apt,,91,0,,,1,0,0,
12232615,Nice Bedroom in Downtown Boston!,17893434,Christopher,,Downtown,42.35415,-71.0623,Private room,,91,0,,,1,0,0,
12253499,Cafe-Style Studio Allston Brookline,65973859,Saudiyah,,Allston,42.34981,-71.13209,Entire home/apt,,91,40,2019-02-17,0.40,1,0,0,
12264926,A studio in the heart of Back Bay,34078385,Matthew,,Back Bay,42.35307,-71.08224,Entire home/apt,,91,0,,,1,0,0,
12269155,Boston Apartment (North End),66084480,Richard,,Downtown,42.36332,-71.05897,Entire home/apt,140,29,402,2024-05-08,4.03,1,359,5,STR-409365
12287958,Copley Vacation Rental on the Park  w/ patio M325,32532791,Marie,,South End,42.34218,-71.07334,Entire home/apt,268,3,70,2024-05-17,0.71,6,82,7,STR-454027
12320063,room in beautiful house,66462220,Jana,,Mission Hill,42.33233,-71.10948,Private room,,91,3,2016-08-14,0.03,1,0,0,
12336281,Spacious loft in the quiet suburbs #3,7324551,Bo,,Brighton,42.34504,-71.15406,Shared room,38,60,18,2023-11-28,0.19,4,204,2,
12343708,Walk/Bus to Redline Renovated Easy to MIT/Harvard,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,39,91,9,2017-10-19,0.09,31,365,0,
12344142,Top Rated Apartment! Exceptional Location!,10619687,Mechaal,,East Boston,42.37032,-71.03974,Entire home/apt,159,91,122,2023-12-14,1.60,1,257,2,
12351909,Freshly Renovated Studio close to T,18150109,Alex,,Roxbury,42.32818,-71.09547,Entire home/apt,,91,192,2019-11-13,1.93,5,87,0,
12372052,Apartment with 2-3 bedrooms-3 min to subway T stop,21745230,Jurek,,Charlestown,42.38348,-71.07678,Entire home/apt,130,29,63,2018-08-31,0.65,11,94,0,
12382239,2BR Luxury Apt - Downtown/West End,45824588,Matt,,Downtown,42.36588,-71.0613,Entire home/apt,,91,6,2016-07-22,0.06,1,0,0,
12409042,Close to Harvard - Zen Room Lic# STR383892,26956083,Todd,,Allston,42.3605,-71.12633,Private room,79,3,320,2024-06-06,3.24,5,93,34,STR-383892
12489916,Penthouse in Back Bay,65907845,Douglas,,Back Bay,42.35387,-71.07619,Entire home/apt,,91,10,2016-06-11,0.10,1,0,0,
12492474,Stay with Fun Family (queen size bed),67637928,Yuki,,Mattapan,42.27349,-71.07066,Private room,41,30,16,2023-05-07,0.16,5,182,0,
12496332,Sunny & Spacious room- South End,11556349,Ashley,,South End,42.33726,-71.07787,Private room,,91,0,,,1,0,0,
12581300,Private room in South Boston,68232240,Tyler,,South Boston,42.33118,-71.0535,Private room,,91,11,2016-07-26,0.11,1,0,0,
12599820,North End Furnished Condo!,68369590,David,,North End,42.36718,-71.05657,Entire home/apt,,91,2,2016-08-27,0.02,1,0,0,
12618291,The 1880 House: Historic Single Family Victorian!,68502098,Kristen,,West Roxbury,42.27947,-71.15314,Entire home/apt,750,30,12,2023-10-28,0.12,1,233,1,STR-397962
12672097,Boston Brownstone,46846483,Giannoula,,Fenway,42.34626,-71.09049,Entire home/apt,286,2,273,2024-05-28,3.21,1,31,37,STR-546276
12756776,Wonderful Boston apartment Sunny & Newly renovated,39932301,Ilan,,Roxbury,42.32647,-71.09557,Entire home/apt,200,91,17,2017-08-06,0.18,1,180,0,
12834650,Comfy room,9640446,Mitchel,,Brighton,42.35019,-71.16056,Private room,,91,11,2017-08-25,0.11,1,0,0,
12901078,Mahar family room,27871799,Althea,,Mattapan,42.27644,-71.07681,Private room,100,29,42,2020-02-17,0.43,6,325,0,STR-415845
12949270,"Elegant room, colorful artist home",18896448,Sandy,,Jamaica Plain,42.32068245245338,-71.11429829676271,Private room,99,91,12,2016-12-02,0.12,2,179,0,STR-523050
12949309,Luxury 2 Bedroom Steps from Rose Kennedy Greenway,22541573,Furnished Quarters,,Downtown,42.3529,-71.05992,Entire home/apt,350,32,2,2023-03-13,0.02,34,342,0,
12950332,Clean Large Room near Redline/Rail Peaceful Area,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,39,91,9,2018-02-18,0.09,31,365,0,
13032590,3 bed apt next to T- fast wifi-off street parking,21745230,Jurek,,Charlestown,42.38187,-71.07734,Entire home/apt,196,1,541,2024-06-12,5.56,11,215,60,STR-383106
13044229,"Andrew Sq, South Boston - Modern Condo",72163500,Chris,,South Boston,42.32818,-71.05512,Entire home/apt,,91,18,2017-10-27,0.18,1,0,0,
13046581,Beautiful Apartment-5 Beds-Kitchen-Super Clean!,19488432,Xholion,,West Roxbury,42.25979,-71.15911,Entire home/apt,144,3,249,2024-05-08,2.65,1,277,6,STR-391798
13062783,Boston bedroom near Fenway,44620221,Michael,,Mission Hill,42.33074,-71.10697,Private room,,91,4,2016-09-01,0.04,1,0,0,
13063952,3 min to T stop-Boston/Somerville/Cambridge access,21745230,Jurek,,Charlestown,42.38362,-71.07863,Private room,69,29,29,2023-11-24,0.30,11,184,2,
13077603,Big and comfortable room with queen bed.,67103816,Firlian,,Roxbury,42.31801,-71.09005,Private room,,30,30,2024-06-01,0.30,11,65,3,
13082258,"47 Symphony Road, Apt 501",27569517,Anna,,Fenway,42.34353,-71.08998,Private room,,91,1,2016-06-14,0.01,1,0,0,
13083058,Sunny Studio at Fenway,48018479,Yining,,Fenway,42.34712,-71.1039,Entire home/apt,,91,12,2016-08-27,0.12,1,0,0,
13091712,Ideal for Families - Spacious Charlestown Townhome,54995023,Tim,,Charlestown,42.38061,-71.06905,Entire home/apt,529,2,60,2024-04-19,0.81,1,25,11,STR-388417
13166405,Spacious loft in the quiet suburbs #4,7324551,Bo,,Brighton,42.34636,-71.15563,Shared room,44,30,9,2024-05-04,0.09,4,264,3,
13173203,"Walk to MGH-Subway, stay in Boston's Little Italy",38997,Michelle,,North End,42.3665,-71.05428,Entire home/apt,126,32,40,2023-05-18,0.41,13,365,0,
13173362,"BACK BAY 2 blocks subway, 1 street to Newbury St",38997,Michelle,,Back Bay,42.34777,-71.08493,Entire home/apt,133,32,3,2023-06-10,0.06,13,267,0,
13188501,"Beacon Hill Studio, close to Mass Gen & T Station",38997,Michelle,,Beacon Hill,42.36104,-71.07129,Entire home/apt,120,32,15,2020-03-14,0.15,13,315,0,
13189564,Historic townhouse in center of Boston,50767440,Renee,,Downtown,42.36187,-71.05618,Entire home/apt,524,2,311,2024-06-15,3.22,1,24,40,STR-471118
13189819,new remodel bedroom,46580723,Zong,,Allston,42.360789309754104,-71.12973670176841,Private room,111,91,0,,,3,365,0,
13239143,Small Room Renovated House Walk/Bus to Redline,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,35,91,7,2018-06-20,0.07,31,365,0,
13239882,Off-St. Parking Large Room Clean Renovated House,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,0,,,31,365,0,
13242393,Renovated House near Subway/Rail Everything New,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,39,91,3,2017-06-29,0.03,31,365,0,
13249829,Sunny and renovated 2 BDR in Beacon Hill,741190,Vincent,,Beacon Hill,42.35964,-71.06967,Entire home/apt,,60,7,2019-08-28,0.07,1,0,0,
13249923,"Walk/Bus to Redline/Rail stations, Private Balcony",18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,39,91,3,2017-10-29,0.03,31,365,0,
13258244,Comfortable quite room.,67103816,Firlian,,Roxbury,42.31837,-71.09037,Private room,,30,20,2023-12-01,0.20,11,114,3,
13298137,EZ to Downtown/Longwood Off-St Parking Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,37,91,2,2017-01-24,0.02,31,365,0,
13333623,Spacious One bedroom in South Boston's East side,17842524,Ryan,,South Boston,42.33234,-71.04269,Entire home/apt,,91,0,,,1,0,0,
13334098,3BR + Office Single Family in Jamaica Plain,1176152,Josh,,Jamaica Plain,42.30911,-71.11592,Entire home/apt,,91,3,2019-07-27,0.04,1,0,0,
13378923,Montgomery Place - Studio (Room 6),75997654,Kathe,,South End,42.34347,-71.07368,Entire home/apt,132,29,175,2024-05-02,1.82,3,67,5,
13378936,Montgomery Place - One Bedroom,75997654,Kathe,,South End,42.34347,-71.07368,Entire home/apt,145,29,143,2023-11-19,1.47,3,319,3,
13391640,Back Bay Apt - Close and Convenient to Everywhere,6032648,Madison,,Back Bay,42.35523,-71.07589,Entire home/apt,,91,10,2016-08-30,0.10,1,0,0,
13393418,*Airport/Dwtn/TD Garden/NorthEnd/Convention Ctr/T*,76181684,Sandra,,East Boston,42.37611,-71.03578,Entire home/apt,142,1,818,2024-06-21,8.49,1,76,118,STR-476125
13394184,East Boston Student Sublet $800/month,60246341,Seamus,,East Boston,42.36946,-71.03422,Private room,,91,0,,,1,0,0,
13422887,"Small Room, Off-St. Parking, AC, Renovated Clean",18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,1,2016-08-28,0.01,31,365,0,
13494185,Montgomery Place - Parlor Room (Room 2),75997654,Kathe,,South End,42.34382,-71.07368,Entire home/apt,75,29,181,2024-06-17,1.87,3,107,5,
13578425,"Small Room near Redline & Commuter Rail, Renovated",18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,35,91,2,2017-11-23,0.02,31,365,0,
13613229,~*30min to Downtown*~ THE COSMOPOLITAN,14016102,Jovan,,Hyde Park,42.26169,-71.11564,Entire home/apt,130,2,301,2024-06-07,3.44,3,296,49,STR-443131
13613812,A Very Large Room - Lt Green Room,18479599,Agnieszka,,Dorchester,42.32445,-71.05828,Private room,100,91,0,,,8,365,0,
13657486,"Large, modern 2br, 2ba renovated 6/16 with patio",79348179,Jeff,,Downtown,42.34923,-71.05648,Entire home/apt,,180,2,2016-07-15,0.02,1,0,0,
13672165,"Open, light-filled condo in South Boston/South End",15166663,Tomo,,South Boston,42.34131,-71.05361,Entire home/apt,,91,0,,,1,0,0,
13675884,Near Redline & Commuter Rail Renovated Clean Sunny,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,39,91,2,2016-10-09,0.02,31,365,0,
13796564,Marie's Pied a Terre,81103542,Marie,,Roxbury,42.32248,-71.0806,Private room,,91,4,2016-09-22,0.04,1,0,0,
13797162,Sunny Artist Loft In Historic Brownstone,189855,Marla,,Roxbury,42.32203,-71.07695,Entire home/apt,,3,196,2023-12-11,2.03,1,3,23,STR-526096
13810937,1 Bedroom in Beacon Hill,15681500,Jay,,West End,42.36187,-71.06837,Private room,,91,2,2016-07-17,0.02,1,0,0,
13829133,Sunny studio in JP!,45771009,Riyo,,Jamaica Plain,42.31642,-71.10672,Entire home/apt,110,2,427,2024-06-16,4.59,2,52,98,STR-383177
13830152,Room w/fast wifi-next to T stop 10 min to downtown,21745230,Jurek,,Charlestown,42.38199,-71.07675,Private room,80,29,38,2024-05-08,0.40,11,310,2,
13866351,Beautiful and Cozy Entire Apt in Boston,45694133,Dawn-Marie,,Dorchester,42.30003,-71.0788,Entire home/apt,185,5,101,2024-06-08,1.24,2,265,14,STR-526268
13907143,Bright and very spacious private room,3155386,Lissette,,Hyde Park,42.23627,-71.12898,Private room,,91,7,2016-10-04,0.07,1,0,0,
13951579,TWO FLOOR CONDO W/ PRIVATE DECK & ROOF DECK,73203009,Alex,,Charlestown,42.38421,-71.07057,Entire home/apt,,91,17,2017-11-19,0.20,1,0,0,
13959444,Beautiful Boston Brownstone,21609039,Susan,,Roxbury,42.34042,-71.08363,Entire home/apt,493,29,57,2020-11-20,0.59,3,260,0,Exempt: This listing is a unit used for furnished institutional or business stays
13993185,Charming Beacon Hill One Bedroom,83554697,Ashley,,Beacon Hill,42.35948,-71.06747,Entire home/apt,95,29,229,2024-06-01,2.37,1,143,4,
14035943,Gorgeous Huge Rare Duplex sleeps 6  with  Parking,5578043,Dror,,North End,42.364253,-71.052626,Entire home/apt,499,1,225,2024-06-05,2.43,1,311,16,STR-548561
14055624,Cosy room for one non-smoker,30489899,Home On Blaine,,Allston,42.35655,-71.13828,Private room,,91,2,2022-07-29,0.07,5,22,0,
14057466,"2 BR | 1 BA  Close to DWTN & Medical, Free PRKG",30314324,Eileen,,Jamaica Plain,42.31316,-71.11279,Entire home/apt,156,5,218,2024-06-19,2.27,1,231,36,STR-386367
14071446,Twins in a peaceful room.,18896448,Sandy,,Jamaica Plain,42.321430817051755,-71.11275148532205,Private room,99,91,8,2016-12-06,0.08,2,356,0,STR-523050
14086516,# friendly family home,27871799,Althea,,Mattapan,42.27486,-71.077,Private room,125,1,75,2023-10-23,0.78,6,344,11,STR-415974
14091605,⍟ Lofty South End Room with Street Parking! ⍟,12452436,Drew,,South End,42.33959,-71.07446,Private room,,29,118,2022-11-14,1.22,2,0,0,STR-447270
14105971,Tranquil Treetop Loft,79103444,Bruce,,Jamaica Plain,42.30762,-71.10968,Entire home/apt,159,5,307,2024-06-01,3.19,1,132,21,STR-533079
14109003,"3rd floor condo, 2 bedrooms, 2 decks",22290246,Kevin,,Jamaica Plain,42.32318,-71.11394,Entire home/apt,,91,0,,,1,0,0,
14153636,King Zen Room near Harvard Biz School - STR383892,26956083,Todd,,Allston,42.36151,-71.12658,Private room,81,3,300,2024-06-03,3.13,5,80,43,STR-383892
14186170,Cozy Condo in Center of Southie,8985714,Tj,,South Boston,42.33194,-71.04729,Entire home/apt,400,2,64,2023-12-10,0.67,1,365,5,STR-446085
14196181,"NUSubmarine.#Boston,NU,Berklee,NEC,+Easy public T",50437930,Misha,,Roxbury,42.33614,-71.08473,Entire home/apt,120,29,173,2023-12-27,1.85,2,41,2,STR-345786
14204600,North End 2 BR | 1 BA Duplex in Little Italy,9410008,Jason,,North End,42.36704,-71.05376,Entire home/apt,469,10,303,2024-06-07,3.16,19,0,28,STR-441408
14229841,Spacious Back Bay One Bedroom with Great Views,22541573,Furnished Quarters,,Back Bay,42.34534,-71.0865,Entire home/apt,230,32,2,2023-10-31,0.02,34,315,1,
14242888,Blue Family  bedroom,27871799,Althea,,Mattapan,42.27441,-71.0772,Private room,125,1,86,2024-05-19,0.90,6,356,6,STR-415974
14414473,Modern living in a conveniently located brownstone,5654336,Bill,,Roxbury,42.33057,-71.09051,Entire home/apt,125,91,86,2019-11-24,0.90,1,172,0,
14426987,Urban oasis: townhouse with patio and balcony,31367270,Brad,,Roxbury,42.32859,-71.09325,Entire home/apt,,29,124,2023-06-19,1.30,1,0,0,STR-398204
14452500,1 Bedroom in prime North End,3387042,Nirmal,,North End,42.36845,-71.05356,Entire home/apt,,91,17,2017-07-04,0.18,1,0,0,
14460344,"Friendly Single Bed near Harvard, BU & BC",89089164,Ellen,,Brighton,42.34396,-71.15144,Private room,,91,8,2017-03-12,0.08,1,0,0,STR-409791
14470701,Renovated near Redline/Commuter Rail 4 Harvard MIT,18517776,Huggy,,Dorchester,42.30555,-71.0723,Private room,39,91,3,2017-09-06,0.03,31,365,0,
14474114,Awesome Room near T,89230454,Asad,,Jamaica Plain,42.29463,-71.1158,Private room,,91,8,2017-09-03,0.08,1,0,0,
14485918,Huge bed  and high ceiling room plus two closets.,67103816,Firlian,,Roxbury,42.3165,-71.09535,Private room,44,30,14,2022-11-28,0.16,11,274,0,
14539326,Andrew Sq Room Close to T&Shops 2,18479599,Agnieszka,,Dorchester,42.32429,-71.05862,Private room,75,91,3,2017-08-03,0.03,8,365,0,
14566378,"Fully-Equipped, Private 1st Floor 1-Bed/1-Bath Apt",25938192,Elena,,Jamaica Plain,42.31700134277344,-71.10931396484375,Entire home/apt,165,3,134,2024-06-19,1.78,2,262,28,STR-552336
14566386,Fully-Equipped 2nd Floor 1-Bed 1-Bath Apt,25938192,Elena,,Jamaica Plain,42.317012786865234,-71.10931396484375,Entire home/apt,164,3,224,2024-06-07,2.38,2,275,32,STR-544850
14573951,Welcoming 2 Bedroom Apt - Close proximity to MBTA,90309322,Kevin,,Jamaica Plain,42.29835,-71.11372,Entire home/apt,176,2,226,2024-06-10,2.42,1,105,32,STR-525284
14585335,SPACIOUS TOWNHOUSE with Essential Amenities,90419082,Camille,,Mattapan,42.27554,-71.07091,Entire home/apt,,29,41,2020-12-20,0.44,3,319,0,STR-397952
14600925,Economical & Accessible Room w/ Airbed Near T!,16186589,Marie,,Dorchester,42.30208,-71.07005,Private room,40,30,21,2024-06-03,0.23,27,325,3,
14682931,"Charming room, in hip JP near The T  #2",30490577,Lori,,Jamaica Plain,42.31765,-71.10049,Private room,94,2,290,2024-06-14,3.05,3,69,42,STR-398358
14686119,Stay with Fun Family ( twin size bed),67637928,Yuki,,Mattapan,42.27345,-71.07251,Private room,45,90,10,2023-12-02,0.11,5,5,1,
14704252,Modern 3.5 BR Single Family Home,24358957,Bill,,South Boston,42.33339,-71.05317,Entire home/apt,800,29,17,2019-09-06,0.19,1,358,0,STR-416496
14747561,Fair & Cozy Room with Airbed!,16186589,Marie,,Dorchester,42.30426,-71.07147,Private room,50,30,11,2023-10-30,0.12,27,309,1,
14770892,"Victorian Charm, Modern Style w/Private Entrance",34055750,Philip And Ann,,South End,42.34338,-71.06874,Entire home/apt,391,2,361,2024-06-21,3.80,1,218,67,STR-414322
14778561,"Mt Restmore, COZY spacious and Clean",44581223,Andre,,Hyde Park,42.25302,-71.11591,Private room,64,29,49,2024-04-19,0.52,5,365,1,STR-416718
14820482,Historic townhouse in the heart of Boston,92648590,Paul,,Bay Village,42.348731994628906,-71.06843566894531,Entire home/apt,379,3,203,2024-06-14,2.15,1,212,38,STR-445212
14868157,"Charming room, in hip JP near The T  #1",30490577,Lori,,Jamaica Plain,42.31689,-71.10005,Private room,90,2,361,2024-05-26,3.81,3,141,48,STR-398358
14873100,"Large room, 2nd floor, wood floor, 27 Dexter Str.",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,71,5,131,2024-06-04,1.39,5,85,17,STR-524662
14928081,"Rozinante - Queen, Harbor View",92691757,Melissa,,Charlestown,42.37018,-71.06109,Private room,336,1,40,2024-06-05,0.49,8,151,8,STR-545898
14928333,Spacious Private Room in Southie.,36238029,Tucker,,South Boston,42.33631,-71.04961,Private room,,91,13,2017-08-18,0.14,1,0,0,
14943350,219 on the Ocean with Private Bath,72139831,Robin,,Dorchester,42.30755,-71.04739,Private room,97,1,378,2024-06-16,4.00,4,244,57,STR-383505
14950089,"""Casita"" on the Water - Harbor View",92691757,Melissa,,Charlestown,42.3713,-71.06154,Private room,253,1,135,2024-05-27,1.43,8,106,37,STR-545898
14950328,"""Port"" View - Queen Ensuite",92691757,Melissa,,Charlestown,42.37216,-71.05937,Private room,253,1,84,2024-06-05,0.89,8,108,14,STR-545898
14950476,Inn the Moment - Harbor View,92691757,Melissa,,Charlestown,42.37006,-71.06159,Private room,336,1,49,2023-10-22,0.52,8,121,18,STR-545898
14976039,Lovely One Bedroom with Boston Skyline Views!,22541573,Furnished Quarters,,Fenway,42.34611,-71.08774,Entire home/apt,235,32,4,2017-05-24,0.04,34,286,0,
14995433,LUXURY APARTMENT IN THE HEART OF DOWNTOWN BOSTON,72392354,MariaLuisa,,Leather District,42.35086,-71.05901,Entire home/apt,,91,7,2017-03-21,0.07,1,0,0,
15016872,Washer+Dryer+Parking!*Private suite*Cul de sac*,34614605,Zvi,,Brighton,42.34124,-71.15811,Entire home/apt,126,2,294,2024-06-19,3.57,1,71,49,STR-393765
15020558,Spacious & Elegant Charlestown Condo Near Downtown,199789,John,,Charlestown,42.3782,-71.06498,Entire home/apt,,91,13,2017-04-18,0.14,1,0,0,
15085512,Cozy private  room,95460673,Jacinter,,Roxbury,42.3243,-71.07328,Private room,53,91,45,2023-11-30,0.48,1,236,2,
15147053,Historic JP Brownstone with Parking. Pets Welcome!,14630158,Lynel,,Jamaica Plain,42.30974,-71.10798,Entire home/apt,169,1,493,2024-06-16,5.30,1,54,92,STR-447200
15148487,BEAUTIFUL BEACON HILL 2 BEDROOM!,3731207,Kaitlyn,,Beacon Hill,42.3575,-71.07138,Entire home/apt,400,4,423,2024-06-04,4.51,3,224,55,STR-416028
15172518,Spacious | Cozy | Brownstone on Comm | 1BR 1 BA #1,814298,Thatch,,Back Bay,42.34914,-71.09072,Entire home/apt,175,90,54,2022-11-30,0.64,53,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
15177273,Renovated House Clean Room near Orange line & Park,18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,39,91,2,2017-11-21,0.02,31,365,0,
15222140,North End Efficient 3 BR | 1 BA in Little Italy,9410008,Jason,,North End,42.3671,-71.05376,Entire home/apt,400,10,174,2024-06-04,1.85,19,205,11,STR-441409
